,Condition,x_length
233,Non-Confined,0.4269963095132295
234,Non-Confined,0.3007887380649481
235,Non-Confined,0.3859157333855068
236,Non-Confined,0.4752408166000966
237,Non-Confined,0.3918411994017411
238,Non-Confined,0.6676749225335378
239,Non-Confined,1.5417530515764053
240,Non-Confined,1.2477561533507888
241,Non-Confined,1.2042092505280788
242,Non-Confined,1.1326081188815773
243,Non-Confined,1.2846943351757716
244,Non-Confined,0.6812459502298595
245,Non-Confined,0.5709649936513372
246,Non-Confined,1.181614862740281
247,Non-Confined,1.0504382621014263
248,Confined,0.7338389557496174
249,Confined,1.0105822588781672
250,Confined,0.5067049519937925
251,Confined,0.4202924295683786
252,Confined,1.1302704498457956
253,Confined,1.3219286300299484
254,Confined,0.5796617620442337
255,Confined,0.3721084676096376
256,Confined,0.8072629954808476
257,Confined,0.3960014290368459
258,Confined,0.2650649910495425
259,Confined,0.6715845141623136
260,Non-Confined,0.3063945271450612
261,Non-Confined,0.2934253988544219
262,Non-Confined,0.2873374481078344
263,Non-Confined,0.6161748980601627
264,Non-Confined,0.3127248655278114
265,Non-Confined,0.3947762337409075
266,Non-Confined,0.4069590799619681
267,Non-Confined,0.2728510994123893
268,Non-Confined,0.4679794454366823
269,Non-Confined,0.378126178239747
270,Non-Confined,0.2935071753216088
271,Non-Confined,0.3739193817634387
272,Non-Confined,0.6837267514069361
273,Non-Confined,0.3436259362413448
274,Non-Confined,0.2791268657962527
275,Non-Confined,0.3829667902699223
276,Non-Confined,0.366171167406758
277,Non-Confined,0.2438210694826088
278,Non-Confined,0.3107508521411096
279,Non-Confined,0.3712786613662097
280,Non-Confined,0.3361014872703363
281,Non-Confined,0.2987829889417389
282,Non-Confined,0.3021693712328118
283,Non-Confined,0.498077948098044
284,Non-Confined,0.5604500950332123
285,Non-Confined,0.422256774339921
286,Non-Confined,0.3062931647249178
287,Non-Confined,0.4519181816632929
288,Non-Confined,0.2480759911727951
289,Non-Confined,0.3315354767524595
290,Non-Confined,0.546926852240658
291,Confined,0.3023751323227471
292,Confined,0.4779808655286568
293,Confined,0.2700237300202999
294,Confined,0.3644897932582304
295,Confined,0.2688995536904393
296,Confined,0.2426319254764862
297,Confined,0.3178556876839431
298,Confined,1.2824682989956877
299,Confined,0.4206092961102509
300,Confined,0.2772653220851561
301,Confined,0.2997401294534711
302,Confined,0.2906671799924643
303,Confined,0.3769379649619967
304,Confined,0.3478104465875771
305,Confined,0.3165089834135625
