,Condensate ID,x_corr,y_corr,frame,area_cond,Frames visible,t,Condition,Video
210,45,7.435017439544807,-0.48555993841151973,2,455,32,2,Confined,3627
211,45,7.264034881698445,-0.6907616307452374,3,374,32,3,Confined,3627
212,45,7.143560635870132,-0.5262984209443566,4,446,32,4,Confined,3627
213,45,6.917222780476406,-0.540857910400063,5,401,32,5,Confined,3627
214,45,7.249808138582949,-0.20336781919903746,6,335,32,6,Confined,3627
215,45,7.134217697500701,0.05489608497598585,7,377,32,7,Confined,3627
216,45,7.071079063834006,0.7776305050428591,8,455,32,8,Confined,3627
217,45,6.9721405442923094,0.34750096298257527,9,412,32,9,Confined,3627
218,45,7.031696253332433,0.4926843245201021,10,397,32,10,Confined,3627
219,45,7.118974586348725,0.36942724155122425,11,348,32,11,Confined,3627
220,45,7.275359520954891,0.27077439179229845,12,375,32,12,Confined,3627
221,45,7.007203810152548,0.27762567726876475,13,339,32,13,Confined,3627
222,45,6.981737394604099,0.2531843530054457,14,365,32,14,Confined,3627
223,45,6.806072013075481,0.15651947022876078,15,319,32,15,Confined,3627
224,45,6.7066378337294825,0.46510023107750276,16,295,32,16,Confined,3627
225,45,6.8509212006749305,0.2287385053427932,17,359,32,17,Confined,3627
226,45,6.831327751157721,0.15433306313924516,18,369,32,18,Confined,3627
227,45,6.611743989351566,-0.07329829164883188,19,385,32,19,Confined,3627
228,45,6.539032800642524,0.07442022574389084,20,385,32,20,Confined,3627
229,45,6.409450162045159,0.05912733131129448,21,317,32,21,Confined,3627
230,45,6.734133861833984,-0.012082933850444372,22,352,32,22,Confined,3627
231,45,6.735476582341325,-0.19816900532100243,23,426,32,23,Confined,3627
232,45,6.641879158000985,-0.2692384676279482,24,315,32,24,Confined,3627
233,45,6.638761787821236,-0.08693937290058755,25,284,32,25,Confined,3627
234,45,6.824138081319422,-0.11002694225640766,26,252,32,26,Confined,3627
235,45,6.813232543208127,0.10387214855809263,27,275,32,27,Confined,3627
236,45,6.641881065178656,-0.13923742881476087,28,346,32,28,Confined,3627
237,45,6.672151651266818,-0.1113614642659652,29,346,32,29,Confined,3627
238,45,5.961341574741055,-0.22546164211039105,30,179,32,30,Confined,3627
239,45,5.783434261128822,-0.35822980613508065,31,172,32,31,Confined,3627
240,46,-1.873333344789832,5.378650440426207,0,621,30,0,Confined,3627
241,46,-1.4085583391310625,5.461615693333007,1,552,30,1,Confined,3627
242,46,-1.0424765338502173,5.544773618557829,2,494,30,2,Confined,3627
243,46,-0.9325343817920766,5.218426969157536,3,484,30,3,Confined,3627
244,46,-1.217619403260426,5.045743327363316,4,471,30,4,Confined,3627
245,46,-1.472196539835949,5.163142542846383,5,411,30,5,Confined,3627
246,46,-1.1745756352630554,5.067672378488026,6,453,30,6,Confined,3627
247,46,-1.4224075677512895,4.786497577018424,7,464,30,7,Confined,3627
248,46,-1.6436864901089072,5.017268672158759,8,477,30,8,Confined,3627
249,46,-1.8266094894027203,4.765641691709017,9,425,30,9,Confined,3627
250,46,-1.8811528081772746,4.992871131903016,10,403,30,10,Confined,3627
251,46,-1.663793987493528,5.009954355444168,11,449,30,11,Confined,3627
252,46,-1.3953078984356906,5.368382061598399,12,361,30,12,Confined,3627
253,46,-1.3331467274818598,5.474883741784892,13,279,30,13,Confined,3627
254,46,-1.128902287391986,5.477166060441843,14,280,30,14,Confined,3627
255,46,-1.3775084257959918,5.154017087783624,15,165,30,15,Confined,3627
256,46,-1.2426781478883464,5.336535424040889,16,343,30,16,Confined,3627
257,46,-1.1580221928785923,5.2177447130626495,17,175,30,17,Confined,3627
258,46,-1.098799416863961,5.208074323301849,18,108,30,18,Confined,3627
259,46,-0.8280144555655868,4.991412186407591,19,232,30,19,Confined,3627
260,46,-0.922051882459912,5.156276878587277,21,185,30,20,Confined,3627
261,46,-0.6339322746467568,5.292112901504569,23,156,30,21,Confined,3627
262,46,-0.8576659335741067,5.188409041529557,24,182,30,22,Confined,3627
263,46,-0.9027793581454711,5.201132912630781,25,110,30,23,Confined,3627
264,46,-0.7986984266170858,5.458451629172165,26,189,30,24,Confined,3627
265,46,-0.8362607616047065,5.556928255509961,27,85,30,25,Confined,3627
266,46,-1.0421046107162835,5.178410674825838,28,171,30,26,Confined,3627
267,46,-1.072929160001075,5.235244930715985,29,229,30,27,Confined,3627
268,46,-1.039067840309881,5.192158666795302,30,102,30,28,Confined,3627
269,46,-1.0777989810052393,4.8507842157527445,31,51,30,29,Confined,3627
270,47,-4.465440943299814,4.921758443452804,0,498,8,0,Confined,3627
271,47,-3.8362720843318514,4.801811835804729,1,419,8,1,Confined,3627
272,47,-3.80175003944679,4.963352288479238,2,340,8,2,Confined,3627
273,47,-3.60641942934104,4.869981944816991,3,73,8,3,Confined,3627
274,47,-3.9749162649062453,5.245698111024977,5,257,8,4,Confined,3627
275,47,-3.864485318456181,5.247426718921175,6,37,8,5,Confined,3627
276,47,-4.016188722073231,5.172792847236452,7,223,8,6,Confined,3627
277,47,-4.392368815389575,4.902776219328574,8,321,8,7,Confined,3627
278,48,-3.9300018536238173,-2.6617135675365557,1,225,30,0,Confined,3627
279,48,-4.104707423677079,-2.3075252271653155,2,47,30,1,Confined,3627
280,48,-3.849224309478027,-1.456455597991223,3,96,30,2,Confined,3627
281,48,-3.7152880156353127,-1.2237100256849078,4,140,30,3,Confined,3627
282,48,-3.914491832306703,-0.939865994299899,5,365,30,4,Confined,3627
283,48,-3.873047102911443,-0.5520199068971907,6,322,30,5,Confined,3627
284,48,-3.7772567336845637,-0.5143748917790835,7,431,30,6,Confined,3627
285,48,-3.795608084667041,-0.5274712126955959,8,662,30,7,Confined,3627
286,48,-4.036634158674627,-0.6215841293522748,9,572,30,8,Confined,3627
287,48,-4.21348113997451,-0.38906130340360673,10,525,30,9,Confined,3627
288,48,-4.179384238899667,-0.39867061058203046,11,472,30,10,Confined,3627
289,48,-4.205897200128281,0.07131457283679307,12,517,30,11,Confined,3627
290,48,-4.299097629847452,0.055771757268766826,13,625,30,12,Confined,3627
291,48,-4.338427293731801,0.2887053905348289,14,507,30,13,Confined,3627
292,48,-4.049647871523475,0.1747654438617217,15,433,30,14,Confined,3627
293,48,-4.219420170990537,-0.17006838080835518,16,158,30,15,Confined,3627
294,48,-4.101557835068179,0.32396967968480844,17,428,30,16,Confined,3627
295,48,-4.154957239086184,0.09590158996850956,18,500,30,17,Confined,3627
296,48,-4.021283964304367,0.14099994620919395,19,584,30,18,Confined,3627
297,48,-3.9796175014466897,-0.025553190405181135,20,644,30,19,Confined,3627
298,48,-4.182455852331425,0.2898884042112674,21,549,30,20,Confined,3627
299,48,-4.109366032532214,0.7105771149651754,22,710,30,21,Confined,3627
300,48,-4.174398449097307,0.5093510368067702,23,448,30,22,Confined,3627
301,48,-4.1979272019667295,0.36793196013637597,24,413,30,23,Confined,3627
302,48,-4.192250449054563,0.24883600353987492,25,550,30,24,Confined,3627
303,48,-4.260892871061532,0.49146569843623356,26,462,30,25,Confined,3627
304,48,-4.298820347900765,0.3001142025041452,27,455,30,26,Confined,3627
305,48,-4.325103052583664,0.41337674381186656,28,590,30,27,Confined,3627
306,48,-4.4829082581342,0.3139755008874263,29,527,30,28,Confined,3627
307,48,-4.555022900489572,0.4168771275513564,30,694,30,29,Confined,3627
308,49,-2.0905761043883406,1.397959680169867,1,109,31,0,Confined,3627
309,49,-2.153113274740907,1.0621454584138776,2,108,31,1,Confined,3627
310,49,-2.0789380594780265,0.923960027008777,3,45,31,2,Confined,3627
311,49,-2.1587012037886235,1.3178194342454033,4,246,31,3,Confined,3627
312,49,-2.347633174125278,1.3472749699973747,5,127,31,4,Confined,3627
313,49,-2.366840087931538,1.4719062896683928,6,204,31,5,Confined,3627
314,49,-2.2194616232235513,1.5570105192972858,7,460,31,6,Confined,3627
315,49,-2.1553238091965783,1.4768340506538746,8,249,31,7,Confined,3627
316,49,-2.4156702309356977,1.631670552077403,9,594,31,8,Confined,3627
317,49,-2.585609439626077,1.7072658742967377,10,574,31,9,Confined,3627
318,49,-2.648668414063419,1.5804281688764035,11,502,31,10,Confined,3627
319,49,-2.48004881162938,2.2662622142642124,12,712,31,11,Confined,3627
320,49,-2.385456189847451,2.726858792022866,13,610,31,12,Confined,3627
321,49,-2.324008213471722,2.5548692124352006,14,688,31,13,Confined,3627
322,49,-2.43243932131838,2.4003009989098123,15,536,31,14,Confined,3627
323,49,-2.5440421265631756,2.4444743551261783,16,461,31,15,Confined,3627
324,49,-2.2585716426140423,2.430638575496508,17,810,31,16,Confined,3627
325,49,-2.236335629911871,2.4431077330877824,18,654,31,17,Confined,3627
326,49,-2.212155933182041,1.9888273542841797,19,855,31,18,Confined,3627
327,49,-2.2516334331237084,1.9416806543153147,20,700,31,19,Confined,3627
328,49,-2.346463364491395,2.137843163113566,21,273,31,20,Confined,3627
329,49,-2.261351589510446,2.627910764132906,22,781,31,21,Confined,3627
330,49,-2.017802959785991,2.8236314843554067,23,837,31,22,Confined,3627
331,49,-2.1475890043061914,2.6774794331098124,24,710,31,23,Confined,3627
332,49,-1.9719831568467707,2.472905672371043,25,672,31,24,Confined,3627
333,49,-2.2072319238565625,2.199299429379204,26,552,31,25,Confined,3627
334,49,-2.4154163709763496,2.4430511271872564,27,821,31,26,Confined,3627
335,49,-2.217420545396948,2.604901779113021,28,737,31,27,Confined,3627
336,49,-2.3828319126106536,2.716238153983852,29,748,31,28,Confined,3627
337,49,-2.9577009903923437,2.4076420505226195,30,856,31,29,Confined,3627
338,49,-3.3048610764601074,2.4103113442825133,31,1654,31,30,Confined,3627
339,50,-0.39271672643234634,7.464496696464848,0,60,31,0,Confined,3627
340,50,0.2946376701857086,7.347729575320584,1,70,31,1,Confined,3627
341,50,0.7938986071886392,6.734796693675442,3,90,31,2,Confined,3627
342,50,0.7842950242317976,6.693049326474556,4,86,31,3,Confined,3627
343,50,0.7096957156385026,6.5479567180288685,5,100,31,4,Confined,3627
344,50,0.789701293737408,6.511698560530226,6,86,31,5,Confined,3627
345,50,0.5362201976976706,6.502204759503913,7,101,31,6,Confined,3627
346,50,0.12110680459717818,6.818526613029366,8,127,31,7,Confined,3627
347,50,0.1571992570475844,6.372837253575144,9,116,31,8,Confined,3627
348,50,0.18859186435449377,6.852917917375613,10,99,31,9,Confined,3627
349,50,0.27187906225646913,6.291260753768626,11,151,31,10,Confined,3627
350,50,0.5217676209548903,6.629182691792299,12,160,31,11,Confined,3627
351,50,0.6170132838367601,6.5739267299003465,13,190,31,12,Confined,3627
352,50,0.7971431875711934,6.423766145125201,14,194,31,13,Confined,3627
353,50,0.5356881779775926,6.392334274747602,15,159,31,14,Confined,3627
354,50,0.774750715085415,6.495146110680074,16,174,31,15,Confined,3627
355,50,0.7899483918390166,6.4787740319995235,17,172,31,16,Confined,3627
356,50,0.8718375544622028,6.492039860936257,18,155,31,17,Confined,3627
357,50,1.1101060185723457,6.208217617442076,19,240,31,18,Confined,3627
358,50,0.9730080447088028,6.5630305213103926,20,174,31,19,Confined,3627
359,50,0.9445436684756392,6.601243822454221,21,195,31,20,Confined,3627
360,50,0.8786066027978372,6.290097943066308,22,249,31,21,Confined,3627
361,50,1.0003964283943863,6.243965066084174,23,215,31,22,Confined,3627
362,50,1.0182996341914636,6.259423225493743,24,162,31,23,Confined,3627
363,50,1.0815941421267117,6.254073925151194,25,167,31,24,Confined,3627
364,50,1.1012103502269852,6.173960032533508,26,153,31,25,Confined,3627
365,50,1.08012969252513,5.959826810828463,27,193,31,26,Confined,3627
366,50,1.0682902149554903,5.961674077002171,28,237,31,27,Confined,3627
367,50,1.1017969799400233,6.32333474893473,29,215,31,28,Confined,3627
368,50,1.1619727479254114,6.492794364274291,30,175,31,29,Confined,3627
369,50,1.2068753597655504,6.652595574779115,31,174,31,30,Confined,3627
0,51,6.288308012393107,3.260450328281277,1,321,25,0,Confined,3625
1,51,6.330465548962189,3.0782250265430413,2,231,25,1,Confined,3625
2,51,6.218643776638877,2.9335641309046765,3,307,25,2,Confined,3625
3,51,6.348141854021241,2.784993364914609,4,272,25,3,Confined,3625
4,51,6.074148529419451,2.42235973127604,5,143,25,4,Confined,3625
5,51,6.024816437471745,2.441689716955809,6,70,25,5,Confined,3625
6,51,5.536408861930407,2.7387911047371123,8,54,25,6,Confined,3625
7,51,5.573977465884214,3.176509762186346,10,198,25,7,Confined,3625
8,51,5.583884828781482,3.436091138195613,11,263,25,8,Confined,3625
9,51,5.536054798703615,3.4470272841334104,12,440,25,9,Confined,3625
10,51,5.385008394044851,3.6132489985309753,13,457,25,10,Confined,3625
11,51,5.164542318551466,3.7875178430238257,14,493,25,11,Confined,3625
12,51,4.870263612474857,3.9002840438230955,15,513,25,12,Confined,3625
13,51,4.736717537614094,3.9715416601465816,16,528,25,13,Confined,3625
14,51,4.965378141969161,3.9763330042116345,17,479,25,14,Confined,3625
15,51,4.947171107549507,3.783920549404329,18,500,25,15,Confined,3625
16,51,4.709833315075125,3.5504813509289277,19,477,25,16,Confined,3625
17,51,4.586174436024148,3.4621989046431088,20,397,25,17,Confined,3625
18,51,4.555846610769316,3.5580888865393705,21,386,25,18,Confined,3625
19,51,4.427941031495525,3.7548601997664464,22,392,25,19,Confined,3625
20,51,4.451824811029107,3.718080551098696,23,324,25,20,Confined,3625
21,51,4.568683918612093,3.8287327346149977,24,362,25,21,Confined,3625
22,51,4.393486765689962,3.694858023349985,25,372,25,22,Confined,3625
23,51,4.495081525326171,3.9600369056663487,26,357,25,23,Confined,3625
24,51,4.5006662771452435,4.017102652733559,27,345,25,24,Confined,3625
25,52,4.435713990969178,-2.039422957204914,0,120,9,0,Confined,3625
26,52,4.357717812314128,-2.178493873377276,1,142,9,1,Confined,3625
27,52,4.319536341257142,-2.209323016688893,2,149,9,2,Confined,3625
28,52,4.102267880873405,-2.2865941752842485,3,67,9,3,Confined,3625
29,52,3.974596050268707,-2.568610844010338,4,87,9,4,Confined,3625
30,52,3.7117458071417304,-2.6005213126800024,5,168,9,5,Confined,3625
31,52,3.6377787858083397,-2.6887535315764817,6,73,9,6,Confined,3625
32,52,3.7769988619304073,-2.469127784151776,8,90,9,7,Confined,3625
33,52,3.999940027060968,-2.2232357123329276,9,33,9,8,Confined,3625
34,53,0.5035904574820635,-3.3831278416952437,4,283,19,0,Confined,3625
35,53,-0.2147404414521989,-3.731636695132195,5,381,19,1,Confined,3625
36,53,0.1611224215306035,-3.143018314926474,6,466,19,2,Confined,3625
37,53,-0.5570284518884748,-3.460002082380643,7,581,19,3,Confined,3625
38,53,-0.46933581225505855,-3.9566170197407464,8,532,19,4,Confined,3625
39,53,-0.5558486234189866,-3.8548893543430913,9,483,19,5,Confined,3625
40,53,-0.0996498068430591,-3.797737406219019,10,366,19,6,Confined,3625
41,53,0.4173395790466076,-3.6920871706944816,11,441,19,7,Confined,3625
42,53,0.2225844823440289,-3.5092942414790596,12,449,19,8,Confined,3625
43,53,0.07924479848526216,-3.2720792802756646,13,410,19,9,Confined,3625
44,53,0.3516220816731633,-3.3115072341783756,14,379,19,10,Confined,3625
45,53,1.127302882032402,-2.4897306753648096,15,477,19,11,Confined,3625
46,53,1.0257296931259023,-2.6502133461168427,16,508,19,12,Confined,3625
47,53,1.791072998946064,-1.9994350698169199,17,496,19,13,Confined,3625
48,53,1.2428110899024496,-2.700072627066259,18,408,19,14,Confined,3625
49,53,1.394933740336638,-2.6246372383759873,19,386,19,15,Confined,3625
50,53,0.44700468978687236,-2.925333984588109,20,242,19,16,Confined,3625
51,53,1.2378289769178497,-3.1105520530115798,21,225,19,17,Confined,3625
52,53,0.15965890688967066,-2.882681060111444,23,187,19,18,Confined,3625
53,54,-5.426729370784462,2.752167005690234,1,174,24,0,Confined,3625
54,54,-5.59204060819001,3.1259208875166,2,139,24,1,Confined,3625
55,54,-5.674087343007192,3.399498362029184,3,67,24,2,Confined,3625
56,54,-5.438486071170573,4.34805647233149,4,92,24,3,Confined,3625
57,54,-5.231638807730813,4.016449525058152,6,134,24,4,Confined,3625
58,54,-5.098903822661559,3.8931883707921853,7,167,24,5,Confined,3625
59,54,-5.1389039585824134,3.3583111902071976,8,39,24,6,Confined,3625
60,54,-5.62403241612085,3.1462546285761612,9,96,24,7,Confined,3625
61,54,-5.919261688031179,2.9773205632664523,10,101,24,8,Confined,3625
62,54,-6.108546423046539,3.017587920880609,11,78,24,9,Confined,3625
63,54,-6.232037428569109,2.5063022841334104,12,100,24,10,Confined,3625
64,54,-6.0047036515540775,2.6252591382923893,13,186,24,11,Confined,3625
65,54,-5.986152750882144,2.4429747629801377,14,39,24,12,Confined,3625
66,54,-5.94971542128378,2.247921118517408,15,264,24,13,Confined,3625
67,54,-5.96950095465395,2.2441316027426446,16,291,24,14,Confined,3625
68,54,-6.007433467122107,2.024575656750335,17,265,24,15,Confined,3625
69,54,-5.870698695165424,1.909752146689398,18,221,24,16,Confined,3625
70,54,-5.9441267305396375,1.8946810813871473,19,273,24,17,Confined,3625
71,54,-5.769595576356846,1.8631039338878677,20,177,24,18,Confined,3625
72,54,-5.679950881238179,2.1115562164919677,21,282,24,19,Confined,3625
73,54,-5.818111756043333,2.075143033595343,22,302,24,20,Confined,3625
74,54,-5.74619196872775,1.926432325201041,23,393,24,21,Confined,3625
75,54,-5.796781006666415,1.7731596723923728,24,305,24,22,Confined,3625
76,54,-5.835529797585472,2.406307527072069,25,52,24,23,Confined,3625
77,55,-0.8211049490155871,-0.8470687266869971,9,57,17,0,Confined,3625
78,55,-0.5855498068430603,-0.541957441496047,10,79,17,1,Confined,3625
79,55,-0.052249661912935425,-0.5618243260829532,11,76,17,2,Confined,3625
80,55,-0.40243696703064896,-0.3395013056101785,12,117,17,3,Confined,3625
81,55,-0.3261937984719959,-0.35287914021287925,13,101,17,4,Confined,3625
82,55,-0.4103728588443575,-0.33638299680393674,14,171,17,5,Confined,3625
83,55,-0.37373003412069333,-0.23846539929894753,15,199,17,6,Confined,3625
84,55,-0.5025901221603436,-0.43176681986025534,16,266,17,7,Confined,3625
85,55,-0.2227678723723086,-0.781741800181577,17,345,17,8,Confined,3625
86,55,-0.2908934695563241,-0.7135104462760149,18,463,17,9,Confined,3625
87,55,-0.7259456974757855,-0.5373150167878039,19,227,17,10,Confined,3625
88,55,-0.3552754811629766,-0.46270603825051265,20,292,17,11,Confined,3625
89,55,-0.09605429352240091,-0.4833034743952282,21,265,17,12,Confined,3625
90,55,-0.3162302790571649,-0.5794036928546616,22,281,17,13,Confined,3625
91,55,-0.3573423315004214,-0.39597818929804857,23,323,17,14,Confined,3625
92,55,-0.38627281799096624,-0.3968695753195874,24,326,17,15,Confined,3625
93,55,-0.34161340962560677,-0.049515048178764856,25,69,17,16,Confined,3625
0,56,-1.5864492932939704,3.555004276763142,1,164,27,0,Confined,3625
1,56,-1.6905284793969364,3.7748877710132267,2,439,27,1,Confined,3625
2,56,-1.9665397071658837,3.5681817052817957,3,461,27,2,Confined,3625
3,56,-2.4467771430339775,3.4210918744334813,4,377,27,3,Confined,3625
4,56,-2.9867694560634845,3.34751954887073,5,407,27,4,Confined,3625
5,56,-2.9335960664632226,2.830645977464432,6,422,27,5,Confined,3625
6,56,-3.0302895469995934,2.517065250563306,7,348,27,6,Confined,3625
7,56,-3.1332463308962066,2.4222001162113966,8,515,27,7,Confined,3625
8,56,-2.839946454411848,2.3192131764100234,9,574,27,8,Confined,3625
9,56,-2.880421167975072,2.600201033052001,10,616,27,9,Confined,3625
10,56,-2.631670233701691,2.6659484187134352,11,615,27,10,Confined,3625
11,56,-2.47478066246201,2.3005337060658313,12,650,27,11,Confined,3625
12,56,-2.1640850498756485,2.035723992038672,13,598,27,12,Confined,3625
13,56,-2.1529879928235296,1.985151338488291,14,587,27,13,Confined,3625
14,56,-2.0800454241024537,1.81132803015694,15,582,27,14,Confined,3625
15,56,-1.8590042422199762,1.5894595568537881,16,565,27,15,Confined,3625
16,56,-1.9984406646411599,1.6804028119298022,17,647,27,16,Confined,3625
17,56,-2.1234316566982887,1.5120661798842614,18,682,27,17,Confined,3625
18,56,-2.138651514891349,1.5855267751430275,19,754,27,18,Confined,3625
19,56,-1.919407479938989,1.4126913933432768,20,882,27,19,Confined,3625
20,56,-2.039077986298235,1.3077166217197762,21,987,27,20,Confined,3625
21,56,-2.374791604505742,1.1858759554371197,22,848,27,21,Confined,3625
22,56,-2.3281583668335926,0.7765753728902781,23,949,27,22,Confined,3625
23,56,-2.134114210160314,0.6348017560472743,24,939,27,23,Confined,3625
24,56,-1.7400265638047776,0.6655290230261932,25,1019,27,24,Confined,3625
25,56,-1.6920714513119146,0.6122250064441754,26,983,27,25,Confined,3625
26,56,-1.658160540513789,0.718627615654316,27,1090,27,26,Confined,3625
27,57,-0.13410100678579154,9.459747060029581,1,237,26,0,Confined,3625
28,57,-0.5952438662732684,9.724732238434994,2,217,26,1,Confined,3625
29,57,-1.0871423497866561,9.573275487443711,3,137,26,2,Confined,3625
30,57,-1.6202571893380842,9.246862567921779,4,173,26,3,Confined,3625
31,57,-2.1558811303351546,8.995889794570973,5,210,26,4,Confined,3625
32,57,-2.487189522872347,8.931236248598568,6,215,26,5,Confined,3625
33,57,-2.802308306013624,8.641498943365193,7,263,26,6,Confined,3625
34,57,-2.6023580687602816,8.609065310386153,8,300,26,7,Confined,3625
35,57,-2.4074396717980155,8.645716542027458,9,295,26,8,Confined,3625
36,57,-2.3279820543109544,8.602461976275446,10,351,26,9,Confined,3625
37,57,-2.3859966615156556,8.645502365085198,11,322,26,10,Confined,3625
38,57,-2.4137542710592923,8.310428991133707,12,408,26,11,Confined,3625
39,57,-2.454292495182636,8.388068434522792,13,436,26,12,Confined,3625
40,57,-2.578794460884416,8.501804976278464,14,431,26,13,Confined,3625
41,57,-2.580516143510786,8.406013854899209,15,460,26,14,Confined,3625
42,57,-2.585814724147685,8.3187778701068,16,498,26,15,Confined,3625
43,57,-2.5920101932189894,8.129464943596943,17,493,26,16,Confined,3625
44,57,-2.5674050277017906,7.996554732205268,18,451,26,17,Confined,3625
45,57,-2.6145637183552264,7.907368883428251,19,425,26,18,Confined,3625
46,57,-2.7675182115197616,7.988329694680763,20,472,26,19,Confined,3625
47,57,-2.927409175723022,8.10345882364671,21,424,26,20,Confined,3625
48,57,-3.204454463222267,8.170583686908143,22,334,26,21,Confined,3625
49,57,-3.3318302640015345,8.013334353043016,23,194,26,22,Confined,3625
50,57,-3.5900550230785777,8.001835009287232,25,33,26,23,Confined,3625
51,57,-3.628566501055873,8.017196307330426,26,472,26,24,Confined,3625
52,57,-3.762566119477781,8.070529184759865,27,523,26,25,Confined,3625
53,58,-3.4860715626471004,8.08921315799326,1,69,26,0,Confined,3625
54,58,-3.78116039853133,8.143168355946516,2,112,26,1,Confined,3625
55,58,-4.35122093219157,7.849432921174023,3,114,26,2,Confined,3625
56,58,-4.753864563659329,7.6083308986276785,4,99,26,3,Confined,3625
57,58,-5.346398790602505,7.14264670794894,6,121,26,4,Confined,3625
58,58,-5.738111781872725,6.712201278539883,7,106,26,5,Confined,3625
59,58,-5.610131222606438,6.648993387309231,8,130,26,6,Confined,3625
60,58,-5.564204042895254,6.744259191447618,9,190,26,7,Confined,3625
61,58,-5.436186162389254,6.7704412980289606,10,279,26,8,Confined,3625
62,58,-5.2726810350954185,6.759658871675109,11,287,26,9,Confined,3625
63,58,-5.314707050829738,6.422806143214049,12,328,26,10,Confined,3625
64,58,-5.231444071448974,6.330275571903565,13,353,26,11,Confined,3625
65,58,-5.191186318056519,6.426243701199984,14,408,26,12,Confined,3625
66,58,-5.199520457772897,6.382703225445529,15,421,26,13,Confined,3625
67,58,-5.235299536337626,6.4134136745008465,16,425,26,14,Confined,3625
68,58,-5.2406664424304354,6.479376842235299,17,418,26,15,Confined,3625
69,58,-5.230391792763112,6.329819397351703,18,422,26,16,Confined,3625
70,58,-5.278541167271638,6.421654679093884,19,475,26,17,Confined,3625
71,58,-5.162605017576997,6.550429263310934,20,610,26,18,Confined,3625
72,58,-5.1917538137025945,6.223611797761096,21,449,26,19,Confined,3625
73,58,-5.461139445974159,6.217973253427275,22,368,26,20,Confined,3625
74,58,-5.5409542059440176,6.247609719293691,23,380,26,21,Confined,3625
75,58,-5.767669849569693,6.292193347446981,24,370,26,22,Confined,3625
76,58,-5.819856747216511,6.145079405838958,25,464,26,23,Confined,3625
77,58,-5.971414055843736,6.030539531717774,26,471,26,24,Confined,3625
78,58,-6.060626785908572,5.981789955826242,27,508,26,25,Confined,3625
79,59,2.207473853406058,-1.656984252887472,4,152,24,0,Confined,3625
80,59,2.2655539824467983,-1.4190525738500799,5,76,24,1,Confined,3625
81,59,2.778423639351132,-1.174322985661217,6,164,24,2,Confined,3625
82,59,2.6574253345747647,-1.1999469490187231,7,297,24,3,Confined,3625
83,59,2.7795049312397153,-1.215159689613846,8,339,24,4,Confined,3625
84,59,2.8402653392557804,-1.243971606198675,9,322,24,5,Confined,3625
85,59,2.625018462117796,-1.1230025525115126,10,379,24,6,Confined,3625
86,59,2.4708225487771522,-1.2527929617411824,11,441,24,7,Confined,3625
87,59,2.614426478967989,-1.585935398258415,12,539,24,8,Confined,3625
88,59,2.55222169903582,-1.8552891429395573,13,636,24,9,Confined,3625
89,59,2.5815401802980706,-2.0908130069448108,14,715,24,10,Confined,3625
90,59,2.559661207099625,-1.9359493224406927,15,812,24,11,Confined,3625
91,59,2.5388055289470732,-2.143063143375046,16,874,24,12,Confined,3625
92,59,2.5835197713421,-2.2932531370028353,17,961,24,13,Confined,3625
93,59,2.7348585684995177,-2.3857413645189944,18,795,24,14,Confined,3625
94,59,2.5562680780361458,-2.441508641289368,19,802,24,15,Confined,3625
95,59,2.7917900647796112,-2.3776231622176645,20,842,24,16,Confined,3625
96,59,2.858082697592345,-2.4672993530956844,21,980,24,17,Confined,3625
97,59,2.7535606943746265,-2.5134997637729137,22,1092,24,18,Confined,3625
98,59,2.8405817331684697,-2.6196644164132192,23,1224,24,19,Confined,3625
99,59,2.9209049726209244,-2.3800728260949833,24,1425,24,20,Confined,3625
100,59,3.1736564932362,-2.085160960002592,25,1563,24,21,Confined,3625
101,59,3.3556662025251143,-1.9332599355012305,26,1596,24,22,Confined,3625
102,59,3.589567557891363,-2.0003183826409217,27,1636,24,23,Confined,3625
103,60,-0.6593542622468442,-1.307428242179302,6,58,22,0,Confined,3625
104,60,-0.6580688573444238,-1.4643947709884189,7,64,22,1,Confined,3625
105,60,-0.5511051527938997,-1.5174201938155278,8,119,22,2,Confined,3625
106,60,-0.6025184789854804,-1.7746578762215568,9,133,22,3,Confined,3625
107,60,-0.8386517124306107,-1.748700203211733,10,156,22,4,Confined,3625
108,60,-0.7659746028892657,-2.050531595324112,11,139,22,5,Confined,3625
109,60,-0.7044604143230507,-2.4292346711053847,12,186,22,6,Confined,3625
110,60,-0.5398681952642885,-2.72964938693837,13,191,22,7,Confined,3625
111,60,-0.5066892369513493,-2.839204895056698,14,198,22,8,Confined,3625
112,60,-0.41740441740379486,-2.781025200400328,15,217,22,9,Confined,3625
113,60,-0.4428732218118165,-2.878010647227843,16,245,22,10,Confined,3625
114,60,-0.33732243094718367,-2.919124038147479,17,250,22,11,Confined,3625
115,60,-0.12811859029939565,-2.946428267095897,18,257,22,12,Confined,3625
116,60,-0.24501368744066981,-2.8846121307409227,19,274,22,13,Confined,3625
117,60,-0.004494847989664481,-2.8392287638230362,20,290,22,14,Confined,3625
118,60,-0.1371853899652579,-2.8899758902912076,21,310,22,15,Confined,3625
119,60,-0.2112287028618034,-2.909728220959292,22,303,22,16,Confined,3625
120,60,0.06745194095307251,-3.0998639020731553,23,335,22,17,Confined,3625
121,60,0.10559918314724061,-3.2258778260949827,24,380,22,18,Confined,3625
122,60,0.5095419877909863,-3.270191349408419,25,368,22,19,Confined,3625
